Timestamp,Sensor_ID,Water_Flow_Rate,Water_Pressure,Water_Temperature,Water_Quality,Water_Level,Leak_Detection,Valve_Status,Pump_Status,Power_Consumption,Region_ID,Demand_Prediction,Maintenance_Status,Daily_Usage,Pressure_Drop,Pipe_Age,Alert_Status,Predicted_Leak,Season
2024-10-18 07:34:24.179546,1760,155.44513117980387,389619.2396016564,24.689723621211627,7,2.9128922873083236,1,open,active,1.1839589744166634,84,8890.62541228256,Yes,2867.5888610669317,1600.4053550186643,12,0,0,Fall
2024-10-18 07:33:24.179548,1888,176.184586809756,475698.0464009204,27.07931381751896,8,0.5868734357331931,1,open,active,2.3060318477346597,27,5610.807257769004,Yes,4875.554946062151,3681.525331947482,71,1,1,Fall
2024-10-18 07:32:24.179549,1594,120.97277213562407,200125.88398746014,11.374357673860743,1,3.230929233060099,0,closed,inactive,2.8791265432912785,67,2563.890906557069,Yes,9703.548282546539,1664.1909972929998,8,0,0,Winter
2024-10-18 07:31:24.179551,1523,140.06225636698073,425163.6005345989,12.80802878843836,9,3.0070331102410752,0,open,inactive,3.709966609281636,53,5747.194693115248,Yes,4187.780045751434,242.32224772179512,73,1,1,Summer
2024-10-18 07:30:24.179552,1809,192.5346177473864,365990.0824662052,28.920273356548133,10,1.6540160908502728,1,open,active,2.5840804077976887,30,989.6737337447222,No,2303.1639971806653,3983.6047341666913,82,1,1,Fall
2024-10-18 07:29:24.179553,1931,101.0045486711115,126701.24812486491,26.03466595081249,7,2.913264542071988,0,open,inactive,0.1781271422515332,23,7688.555628000679,Yes,6473.281212223898,1837.60649025003,77,1,0,Fall
2024-10-18 07:28:24.179555,1593,39.50474356496825,362399.0661812044,14.594329818543798,6,1.0803085590444834,0,open,active,2.49266304156355,83,9009.198403275293,No,4656.515646764958,4496.223174118915,1,1,0,Spring
2024-10-18 07:27:24.179556,1985,13.79182251901519,426368.0936979902,19.221730072422226,5,3.8834112246367747,1,closed,active,2.33437305679805,52,9866.769802874032,No,3968.8255957893266,1740.634190391655,12,0,1,Spring
2024-10-18 07:26:24.179557,1440,50.446262664634915,409442.07467369956,18.857194788012187,8,3.9489062937724912,1,open,inactive,3.631456801558135,40,4767.188222554365,Yes,9633.00406030404,4679.931039984117,13,0,0,Spring
2024-10-18 07:25:24.179559,1635,158.80324680343753,383291.73784832266,28.29747749595746,3,1.84010822756821,1,open,inactive,4.32470061008953,91,8228.424648929946,No,7256.364138714681,2014.8784668776286,6,1,1,Spring
2024-10-18 07:24:24.179560,1881,80.564287787434,362152.90569310775,27.363059253909416,10,2.142713760134603,0,open,inactive,4.368827740867221,73,8670.055893353308,No,2695.1441636628424,3320.2876211752937,91,1,0,Winter
2024-10-18 07:23:24.179562,1547,185.8216611140652,450103.89600471384,22.793502419319424,1,3.202206155902669,1,open,active,0.4612849506127279,20,1094.589537326654,Yes,6045.719508688796,3025.7395380725193,4,1,1,Spring
2024-10-18 07:22:24.179563,1329,159.0538395803561,328683.62391863833,16.67800590308689,8,3.2954024447496355,0,closed,inactive,4.828166967486045,14,2301.3309728822146,No,3758.2976167327392,1623.0520913413598,36,1,0,Fall
2024-10-18 07:21:24.179564,1114,192.74793906464328,173511.7459112172,24.45624972525136,4,2.2074600321480906,0,closed,active,1.2389847328375292,46,5254.418499733913,No,4954.475350382352,1881.5955742939504,19,0,1,Summer
2024-10-18 07:20:24.179565,1126,153.19920277936515,430518.10657408496,23.32414412814137,6,0.7024058803925344,0,closed,active,3.225995778097599,24,9033.624186738232,No,7895.092713254461,1771.024973633884,94,0,0,Spring
2024-10-18 07:19:24.179567,1058,193.9383988590995,271953.94665111776,22.511542617894754,10,3.71833611380199,1,open,inactive,4.589096951795029,33,3570.17143752532,No,9668.241695819908,2276.011973913436,11,1,1,Spring
2024-10-18 07:18:24.179568,1571,21.120196888695475,256466.44318009284,27.224627404348155,7,2.6642982514814406,1,open,active,2.60459794707861,68,3771.667003013436,No,3331.54810351585,551.3584383534775,3,1,0,Spring
2024-10-18 07:17:24.179569,1992,124.03798501281248,458420.8199100984,18.40441595436254,1,4.702597950440291,1,closed,inactive,0.6956254727379043,60,3838.5754891132683,Yes,4667.8280389087495,210.63337999394804,31,0,1,Fall
2024-10-18 07:16:24.179571,1184,66.254763585804,130972.48871803076,21.18263544048068,8,0.5823981963531599,0,open,active,4.85841452915707,37,3144.220493317336,No,6194.306456019072,1573.3493367881456,47,0,1,Spring
2024-10-18 07:15:24.179572,1306,60.34372491695102,290595.340574926,19.230972574606575,1,0.7897259109515282,1,closed,active,2.6331107358333714,13,996.1742283002106,Yes,3046.5791189643696,3576.5400142827,34,1,0,Fall
2024-10-18 07:14:24.179573,1883,92.31362054788129,425598.64870436577,29.91697512415828,10,3.328315915374034,0,closed,active,3.033505359904688,66,9209.17546978688,No,9159.718566095358,2287.233699577864,98,1,0,Summer
2024-10-18 07:13:24.179575,1920,121.45847972675554,485536.6051835875,13.93605454604784,10,3.11451809950487,1,closed,inactive,4.400054879720983,13,9738.44486840311,Yes,5911.912426326438,2559.871838000761,67,0,0,Fall
2024-10-18 07:12:24.179576,1519,33.24019302138648,226514.11487830023,28.97727250404393,1,3.3184367106682013,1,closed,inactive,2.547022858570209,7,2454.9031901347835,Yes,4645.65782547973,2552.928776904397,72,1,1,Winter
2024-10-18 07:11:24.179577,1630,142.4354217525924,488931.8715333074,26.60828784583928,2,0.645273372048326,1,closed,active,2.4793213121172806,37,4562.7943829719125,No,9387.67531414429,1482.3311881919603,78,1,1,Winter
2024-10-18 07:10:24.179579,1489,190.97721638259347,490902.51580712356,13.648812167973844,1,2.7166454605329906,0,closed,active,3.283274395699255,18,9518.894746257387,No,2801.291559701084,331.3949933430405,21,0,1,Spring
2024-10-18 07:09:24.179580,1861,53.69081059611206,225957.3078321738,14.49107243276468,8,0.8748372803508901,0,closed,inactive,3.078448372466883,7,7655.779458270949,Yes,6414.985200865253,1072.876832585387,5,0,1,Fall
2024-10-18 07:08:24.179581,1924,157.41712083390624,229555.29787836515,18.02253619837728,9,3.9004295858258526,1,open,inactive,2.090768965023368,1,6278.782912299588,Yes,4097.83074411277,1314.295190168267,91,1,1,Fall
2024-10-18 07:07:24.179583,1759,115.29198472562229,439929.98327393905,26.83599502106133,7,4.210454530648336,1,open,inactive,0.860268583449464,39,5083.1031583846225,No,1388.3563227210589,3027.107935228582,11,1,0,Summer
2024-10-18 07:06:24.179584,1458,192.19849640202494,400961.6302913631,24.43874035480701,3,0.8330483108004993,0,open,inactive,3.421400086383809,56,5550.551938105906,No,4667.143368404149,652.7562020491118,49,0,0,Summer
2024-10-18 07:05:24.179585,1384,20.886747072381027,304369.28359649016,27.075451035399546,8,0.8318491291069257,1,open,active,2.0814873530746403,16,7586.417916450793,No,6484.500739158558,4390.931111473735,65,0,1,Winter
2024-10-18 07:04:24.179587,1499,108.28050511647336,136870.936106431,23.065564034755635,1,0.5918391798141565,1,closed,inactive,2.245806703952656,8,4219.695538386082,Yes,6266.819580971989,4241.766107995988,92,0,1,Spring
2024-10-18 07:03:24.179588,1910,117.53420005525713,154115.0436419162,18.385552730559183,3,3.9856400684600777,1,open,active,0.9164789194928273,65,4953.009175079596,No,5727.71703217085,681.679894038113,8,0,1,Winter
2024-10-18 07:02:24.179589,1211,44.6341707369756,345502.1789945881,29.251522002488855,5,2.0648190927117107,1,closed,inactive,3.3835723659292185,76,6288.20703071689,No,4281.84303628624,299.46557562504637,62,0,1,Summer
2024-10-18 07:01:24.179591,1831,126.51308476377848,424551.1230262255,17.682602107088634,3,1.4566540867804487,1,closed,active,4.793363618015906,19,2321.3420168675707,Yes,5137.154787336353,281.7285241237838,61,1,0,Summer
2024-10-18 07:00:24.179592,1541,34.20978812310895,142227.75249058884,11.779063446763718,3,1.2807632279391061,1,closed,inactive,3.1235548263322737,7,7357.503208617843,No,5450.168157350456,27.21186104275408,50,1,1,Winter
2024-10-18 06:59:24.179594,1019,88.60499492459232,261624.7519665247,17.09951963305517,1,2.1180446449922914,1,closed,active,3.5664028209392273,11,4441.502671676782,Yes,1005.5917191089618,2339.8481723647346,79,0,1,Fall
2024-10-18 06:58:24.179595,1219,191.7193260228117,480270.31342688214,21.74333502099042,6,2.579103259194368,0,open,active,0.19765885170514402,58,5277.7482719237605,No,2685.57715692732,371.35583962211007,66,1,0,Winter
2024-10-18 06:57:24.179596,1991,152.77036877369093,153370.33655028883,10.478969631880592,6,4.874768566355182,1,open,inactive,3.181147810337358,90,6325.785584381106,Yes,3847.6160994223856,3351.8864148399143,96,1,0,Winter
2024-10-18 06:56:24.179597,1111,105.6542344456095,111848.53644282291,21.254067485158746,1,0.5640512277601145,0,open,inactive,1.1555446834463212,88,1125.565631325107,Yes,3326.8508373361283,117.32412674994197,30,1,1,Winter
2024-10-18 06:55:24.179599,1553,181.5167713974326,422266.14776980795,15.20069272889394,6,2.480314946030875,0,closed,inactive,0.8124144492945594,80,5794.511225520319,Yes,1288.4137883484668,3498.6904674314524,67,1,1,Spring
2024-10-18 06:54:24.179600,1943,24.48952815978678,388100.5396232136,12.392086092622066,5,0.8613432348481564,1,open,inactive,4.623767610259763,48,8149.8073782605825,No,8284.941316289594,4142.893370487083,91,1,1,Summer
2024-10-18 06:53:24.179601,1465,155.65782563256002,495586.9397591416,29.01836161479138,9,4.4651022760287535,0,closed,active,2.8033001332723484,65,8498.955356278802,Yes,8902.543363269331,3494.9429505122885,51,1,0,Fall
2024-10-18 06:52:24.179603,1308,188.93774304121345,431154.2428949967,19.374187459239103,10,1.6307487301021533,0,open,inactive,2.324548880362239,70,9920.612008951735,Yes,5290.712169115718,2582.312137558336,88,0,1,Winter
2024-10-18 06:51:24.179604,1787,110.82753254751269,351662.0609726981,23.50899318956194,4,2.357864861192653,0,closed,active,2.8963602377369093,31,5070.2711006601285,Yes,5700.606069568272,4877.220678195468,94,0,1,Fall
2024-10-18 06:50:24.179605,1986,150.84459774858257,176789.0116527557,26.978221406744993,4,0.7183439035785909,0,closed,inactive,3.905693765218571,42,6680.580941313828,No,4569.16836407967,3835.5831814502917,14,0,0,Spring
2024-10-18 06:49:24.179607,1771,133.2165628340018,416419.7867203314,10.567787947857239,7,2.6401530342331854,1,open,active,4.689152087882492,32,7937.3587327302475,No,4133.1249699613945,1530.2370482085291,70,0,0,Summer
2024-10-18 06:48:24.179608,1524,161.49632606827558,202772.4482619964,17.641051545182794,1,2.710772008258367,0,closed,inactive,3.3975563252616814,30,5776.141164286549,No,9318.839351521216,539.284100923646,80,1,1,Winter
2024-10-18 06:47:24.179611,1955,136.93896021184878,482619.1775578117,10.29450123833153,1,2.0804042592116736,1,open,inactive,1.4289812505826642,49,1991.3650148264194,Yes,1490.017645854511,1635.2258743782504,71,0,0,Winter
2024-10-18 06:46:24.179612,1740,162.201436303652,428984.35808567214,13.026796183992154,6,1.4469624153560927,1,closed,inactive,0.8285544717140099,29,983.0671781006913,Yes,9769.60530191817,4933.234578003555,2,0,0,Winter
2024-10-18 06:45:24.179614,1537,142.81040902662778,441777.3202411855,24.210905101282382,5,0.5068119188922228,1,closed,active,1.4996320576726776,88,7917.26745028899,Yes,6160.284315460287,4956.216444250176,26,1,1,Winter
2024-10-18 06:44:24.179615,1948,43.179553029853324,491384.9890068217,22.353532711034287,8,2.2854691953861046,0,open,active,3.6157944903935006,1,8766.638847268543,Yes,6715.944056070006,2411.7513322799546,38,1,0,Summer
2024-10-18 06:43:24.179616,1370,126.90693827932405,357190.6566051932,17.00390301230051,5,2.089915905495521,0,closed,active,0.5031489329967038,33,2155.137208695419,Yes,6312.444030644128,102.66122936750777,22,1,1,Summer
2024-10-18 06:42:24.179618,1442,180.91286536123565,452916.6329106652,12.95004807683101,5,0.960412588842516,1,closed,inactive,1.9585569684345883,25,7970.741267368429,No,7576.921544107648,153.76862994717467,74,0,0,Summer
2024-10-18 06:41:24.179619,1907,26.927188187885292,281355.3441832776,19.942696049342103,8,4.957094064088688,1,open,active,2.621198573491374,44,5092.430968855909,Yes,4588.380170004244,3614.8195339981016,71,1,1,Spring
2024-10-18 06:40:24.179620,1697,50.75562535091362,385880.65117517655,14.538078445600739,5,0.8334073264415109,0,open,active,0.44493830424669867,23,2507.3784549692054,No,9634.01985521052,50.791406123590896,30,1,1,Winter
2024-10-18 06:39:24.179622,1189,89.27397174477481,231823.28420741926,12.29178888569894,8,1.4091360959807349,0,closed,active,2.677664398853983,59,7442.736436495854,Yes,2096.264207698719,746.0761422187745,2,0,1,Fall
2024-10-18 06:38:24.179623,1187,128.1714953615712,244254.57562348308,23.151019419644893,2,0.9236517154354957,1,closed,active,3.625616361685775,26,2350.0067887448527,No,9441.838439920617,3919.534397243364,50,0,1,Spring
2024-10-18 06:37:24.179624,1937,122.29933617823298,208899.38032930478,19.668911766868767,6,1.4501192946296122,0,closed,active,3.064809448381924,56,3968.8938859688865,No,5405.372433194492,861.3753533772011,3,1,1,Summer
2024-10-18 06:36:24.179635,1103,90.87126475428452,227279.4258052557,24.544495221660448,4,0.6943463054043284,0,open,active,1.5646336721032696,30,6360.083500202991,No,8448.96985870217,1663.1787243281688,7,1,1,Summer
2024-10-18 06:35:24.179636,1273,72.29247313345252,402386.35093847144,16.781302164865156,6,3.98851799218687,1,closed,active,1.868957686817077,3,2093.304754158131,Yes,2562.4014411185653,2404.3942521537347,33,1,1,Summer
2024-10-18 06:34:24.179638,1372,10.737322690249144,189496.0245890346,15.913062211103865,3,3.696836335027059,1,open,active,0.5706641167355228,44,7695.073553985169,No,4876.38570567624,3050.5507966947453,64,1,1,Winter
2024-10-18 06:33:24.179639,1968,172.06316661174134,187450.93899108496,24.232335257129716,5,3.576481839890279,0,open,inactive,2.3239914999842943,92,2487.708212749172,No,2687.548732322022,3213.4062345933667,23,1,0,Summer
2024-10-18 06:32:24.179640,1436,71.90251934350542,234897.41258510534,14.232346293022166,2,4.285773631043467,0,closed,active,3.4325126297753545,85,1299.059275215846,Yes,7398.1907881116485,4689.5649406309185,79,1,1,Fall
2024-10-18 06:31:24.179642,1749,22.04937450563494,264143.78197480546,28.714626548190147,1,2.80697028595782,1,closed,active,1.5073410795126172,17,9298.893153540595,Yes,9500.612473383251,2976.7222009296256,93,1,1,Winter
2024-10-18 06:30:24.179643,1961,56.829184654238645,221627.23742411908,13.863115416449398,10,3.3412890492702085,1,closed,inactive,3.5200952600431368,30,9190.54161755333,No,9440.862572327054,593.9510921057073,42,0,0,Fall
2024-10-18 06:29:24.179645,1478,101.97802968912445,187380.08675000205,27.536802158094595,9,4.379379295776177,1,open,active,0.5400963191544755,98,1348.0690712423132,Yes,1231.636778457515,2681.355676726682,77,0,0,Winter
2024-10-18 06:28:24.179646,1046,106.3676829490938,372518.02405896795,10.249541210279085,2,1.3126140236859218,0,open,inactive,1.4367647243022978,81,4824.861618582426,Yes,1453.7764812702926,164.98231984048317,8,0,0,Summer
2024-10-18 06:27:24.179647,1487,16.30868011761089,273086.86789242097,22.033047354536034,4,2.0285571086165675,1,closed,inactive,0.49053562027016695,86,3649.791449012298,No,6157.518445237216,2790.9875011577847,13,0,1,Fall
2024-10-18 06:26:24.179648,1825,132.78811659478367,111301.48673415708,16.500431235878658,4,1.4393344796513061,1,closed,active,2.324605958465862,21,4510.238335080758,No,4426.1867358815325,4272.644974626628,86,1,0,Summer
2024-10-18 06:25:24.179650,1079,11.355404891320347,334713.8017978962,12.669744446803623,8,1.531902820141466,0,closed,active,4.20070619836056,67,9364.180104714076,No,9540.001022034428,861.3770359543604,2,1,0,Winter
2024-10-18 06:24:24.179651,1493,105.03221784422465,336251.4274616778,28.076726208185757,4,2.9567040141250485,1,open,active,1.3595021081278726,94,7171.293393163653,Yes,5085.169542961859,4710.997023387203,38,0,0,Summer
2024-10-18 06:23:24.179652,1382,175.93585961997013,379248.28272716474,25.6182659533835,2,0.904315575197489,0,closed,inactive,4.422472701980305,30,1270.8405116105275,No,5164.022636140069,2885.5327912770113,95,0,0,Winter
2024-10-18 06:22:24.179654,1773,20.357566155744706,250439.19662641425,16.73834441864256,9,1.7372320425155645,1,closed,inactive,3.931161517705847,55,4765.171908456248,No,3951.522307830606,4650.638106723333,6,1,1,Fall
2024-10-18 06:21:24.179655,1762,88.70203246436448,437406.5526856282,19.60250899782927,2,2.976754600243674,1,closed,inactive,3.050374186322471,88,8388.57385981268,No,7359.3910932821755,4503.235484381917,52,0,0,Spring
2024-10-18 06:20:24.179656,1165,169.83229145928712,439015.6052764382,23.518486718465997,4,3.9825291656655364,1,closed,active,0.6674786040568416,41,858.8693635224422,Yes,5859.273616533893,4038.4087001198004,23,1,0,Winter
2024-10-18 06:19:24.179658,1575,109.40474893010624,485159.4007579536,27.01604092950773,3,0.9996935491759363,0,open,active,0.3417781323926655,38,3363.94253612901,No,4517.486501640177,4789.515508195148,8,1,0,Fall
2024-10-18 06:18:24.179659,1113,74.79063267436374,188345.76970313088,28.088815848404728,7,2.0474889228209783,0,open,active,4.3111611271854535,96,1439.3162861012859,No,2402.986859060833,548.4774715506774,55,1,0,Winter
2024-10-18 06:17:24.179660,1325,84.10109332530892,130950.49880566956,11.750460682939053,10,1.1265724836216173,0,closed,inactive,3.1193422401410578,96,7522.687718995165,No,2056.3875959555435,4559.4763483306815,20,0,1,Spring
2024-10-18 06:16:24.179662,1282,135.71267784674666,403457.97684423934,25.915213745737436,10,1.4281512370038867,1,closed,active,3.856142119010867,46,4469.810165110415,No,3431.319605433058,4144.074247302869,91,1,1,Spring
2024-10-18 06:15:24.179663,1475,17.133609639853177,496773.3471764289,27.7667800367265,3,1.9164407430414967,0,open,active,2.137003665653453,56,3792.067682988297,Yes,2267.7522746572085,2353.944972386396,77,0,1,Winter
2024-10-18 06:14:24.179665,1407,115.67773536166429,296368.07121507736,29.535632905609695,8,1.8774415946540144,1,closed,inactive,0.12448382777293518,17,5342.948470207852,No,3147.5197142261495,1478.6963011454357,80,0,1,Winter
2024-10-18 06:13:24.179666,1818,177.4380088192101,133334.43909912815,21.673901772988366,9,1.2297404082838013,1,closed,inactive,4.351595673221348,25,3753.5150911153232,Yes,2710.0363752565295,3755.2624427143396,21,0,0,Summer
2024-10-18 06:12:24.179667,1602,39.523965715383014,239346.56182455018,14.434263288592033,9,2.6230603388932576,0,closed,inactive,3.301783503522348,70,1343.1858900598445,No,5372.4077560465,2915.083610375258,2,1,1,Winter
2024-10-18 06:11:24.179669,1026,39.59370614742606,167230.2720184814,29.062597977493965,5,4.17326248405638,0,closed,inactive,3.6183334027584473,2,3188.1627756666558,Yes,6807.405352473668,868.4464239530859,12,0,1,Summer
2024-10-18 06:10:24.179670,1861,183.92063523795193,374760.65602696093,16.434827697400905,9,4.521138492549053,1,open,inactive,2.0519165163246855,38,9902.561673093487,No,2719.3995607227225,1882.4862370001883,67,1,0,Fall
2024-10-18 06:09:24.179671,1361,22.930951495180167,387171.02739647124,11.604942279270707,9,4.610771519570267,1,closed,active,4.575792601598497,60,3753.9029243631003,Yes,1739.0533878279587,2669.901780858104,77,1,1,Spring
2024-10-18 06:08:24.179672,1325,69.76194857230138,110435.54089629976,16.056021442185845,2,2.9692264677697473,0,closed,active,3.5790539679323032,6,2549.992211023681,Yes,1618.8656230296174,1981.873087863178,71,1,0,Fall
2024-10-18 06:07:24.179674,1427,145.79847185356473,239291.13726730272,21.619468664549334,8,4.162673311409572,1,closed,active,3.8183477814395013,71,2579.158661998566,Yes,4172.4854713546065,4759.6927902895195,36,1,0,Spring
2024-10-18 06:06:24.179675,1820,89.20131037636467,250142.89058195133,22.299233594407923,9,2.9235313322903953,1,open,inactive,0.21018679139277086,61,7060.269285535178,No,7229.4518012156195,1260.5722670172347,3,0,0,Winter
2024-10-18 06:05:24.179676,1604,86.0087431078888,388385.503429658,26.0057537252427,10,3.8323198502926163,0,closed,inactive,4.742372293925593,52,8845.421493538899,Yes,7009.376448113281,2568.732891406962,54,1,0,Summer
2024-10-18 06:04:24.179678,1108,18.30132100013786,331157.86418731755,12.504277090724598,8,1.222512798227275,0,open,active,1.7307463279727133,21,8148.247705413969,No,4264.714923392452,139.46615004885365,14,0,1,Summer
2024-10-18 06:03:24.179679,1919,27.80850748064522,121963.53150945232,18.24357109975457,3,4.249211973407438,0,open,active,4.246618155544765,75,636.2945776186828,Yes,3870.580838925156,4947.823891353011,29,0,0,Spring
2024-10-18 06:02:24.179680,1632,63.625447563971825,105809.80535359048,18.173982372457083,7,2.4672352572490057,1,closed,inactive,4.876763662641614,39,6274.206657051686,No,3921.4658544206936,3726.6611989553544,39,0,1,Fall
